ToGo,Down,OffenseTeam,DefenseTeam,YardLine,Time,PlayType
10,1,30,22,53,3523,5
3,4,26,28,84,939,5
10,1,26,28,89,924,0
10,2,26,28,89,923,5
6,3,26,28,93,918,5
3,1,26,28,97,913,5
1,2,30,13,67,454,8
2,3,30,13,66,409,5
10,1,30,13,72,369,8
10,1,10,2,70,3575,5
1,2,10,2,79,3545,8
5,3,28,20,78,1800,5
10,1,5,4,55,248,8
10,1,5,4,66,211,8
6,1,15,18,94,1383,8
5,3,28,25,82,3350,5
9,2,28,25,78,3387,5
10,1,28,25,77,3431,8
10,1,28,25,66,3472,8
1,4,28,25,64,3512,8
9,3,28,25,56,3555,5
10,2,28,25,55,3594,8
10,1,28,25,55,3600,5
10,1,28,25,52,2044,5
3,3,7,16,51,1630,8
10,4,15,11,67,2705,5
10,3,15,11,67,2708,5
10,2,15,11,67,2714,5
10,1,15,11,67,2719,5
2,3,15,11,58,2724,5
10,2,15,11,100,2744,5
10,1,15,11,55,2757,5
6,3,11,15,80,2820,9
9,2,11,15,77,2843,8
10,1,11,15,76,2888,8
3,2,11,15,66,2896,5
10,1,11,15,59,2901,8
1,3,11,15,57,2907,8
10,1,15,11,51,3020,5
14,4,11,15,78,3067,2
10,3,11,15,82,3107,9
10,2,11,15,82,3113,5
10,1,11,15,82,3116,5
10,2,11,15,67,3157,5
10,1,11,15,67,3162,5
10,2,11,15,57,3205,8
10,1,11,15,57,3210,5
2,3,15,11,98,3595,5
2,2,15,11,98,3600,5
1,1,15,11,99,1812,8
10,1,15,11,86,1847,8
4,2,15,11,78,1882,8
10,1,11,15,86,1594,8
1,2,11,15,82,1638,8
10,1,11,15,73,1678,5
16,4,15,11,84,1,2
9,3,15,11,91,43,9
14,2,15,11,86,82,8
5,1,15,11,95,128,9
10,1,15,11,69,170,8
11,3,15,11,53,210,5
10,2,15,11,54,251,5
10,1,15,11,54,258,5
1,2,11,15,99,437,5
7,1,11,15,93,459,8
4,3,11,15,86,500,5
10,2,11,15,80,543,8
10,1,11,15,80,585,5
5,2,11,15,71,623,5
10,1,11,15,66,651,8
2,3,11,15,64,689,8
7,2,11,15,59,734,8
10,1,11,15,56,779,8
12,4,25,28,70,2833,5
9,3,25,28,73,2874,9
9,2,25,28,73,2881,5
4,2,25,28,78,2881,4
10,1,25,28,72,2915,5
8,2,28,25,54,3027,5
10,1,28,25,52,3032,4
2,2,25,28,98,3039,5
2,1,25,28,98,3042,5
13,2,25,28,87,3048,5
8,2,25,28,92,3048,4
8,1,25,28,92,3055,5
3,2,25,28,87,3089,5
10,1,25,28,80,3121,5
10,1,25,28,61,3160,5
6,2,25,28,55,3188,5
10,1,25,28,51,3218,10
1,4,25,28,100,3237,8
1,2,25,28,99,2213,8
2,1,25,28,98,2247,8
12,3,25,28,86,2281,5
12,2,25,28,86,2285,5
10,1,25,28,88,2342,8
5,2,25,28,63,2367,5
10,1,25,28,58,2412,5
10,1,28,25,88,2508,8
3,3,28,25,55,2549,5
2,2,28,25,56,2592,8
4,4,12,9,80,1678,2
6,3,12,9,78,1718,10
16,2,12,9,68,1742,8
1,4,12,9,89,614,2
1,3,12,9,89,619,5
1,2,12,9,89,641,8
5,2,12,9,85,665,8
10,1,12,9,80,694,5
10,1,12,9,53,734,5
2,4,19,31,98,2820,8
5,3,19,31,95,2858,5
7,2,19,31,93,2902,8
8,1,19,31,92,2940,8
1,4,19,31,86,2977,8
4,3,19,31,83,3017,8
5,2,19,31,82,3052,8
10,1,19,31,77,3096,8
1,3,19,31,62,3135,8
8,2,19,31,55,3173,8
10,1,19,31,53,3211,8
5,4,19,31,60,3390,6
5,3,19,31,60,3394,5
7,2,19,31,58,3430,8
10,1,19,31,55,3468,8
3,2,19,31,100,3512,5
8,4,31,19,65,3560,2
10,3,31,19,63,3600,5
10,2,31,19,63,1845,8
10,1,31,19,63,1853,5
2,2,28,25,98,941,8
5,1,28,25,95,945,8
5,2,28,25,81,953,8
10,2,28,25,76,957,5
10,1,28,25,76,961,5
10,1,28,25,63,990,5
1,2,28,25,60,1020,8
10,1,28,25,51,1060,8
2,3,28,25,98,1335,5
4,3,28,25,96,1339,5
4,2,28,25,96,1343,5
10,1,28,25,90,1385,10
10,1,28,25,58,1429,5
13,4,25,28,79,125,2
21,3,25,28,71,164,5
6,2,25,28,86,213,9
10,1,25,28,82,251,5
10,1,25,28,71,290,5
5,3,25,28,65,329,5
8,2,25,28,62,373,5
10,1,25,28,60,412,8
10,1,25,28,100,448,5
7,4,25,28,92,594,2
7,3,25,28,92,598,5
10,2,25,28,89,639,8
7,2,16,7,79,3054,5
10,1,16,7,76,3092,8
8,1,7,16,92,3236,5
10,1,7,16,79,3280,8
1,3,7,16,73,3321,8
6,2,7,16,68,3361,5
10,1,7,16,64,3402,5
3,2,7,16,57,3423,8
10,1,7,16,100,3468,5
7,2,16,7,93,1845,5
10,1,16,7,90,1886,8
20,2,16,7,60,1928,5
15,2,16,7,65,1928,4
15,1,16,7,65,1933,5
10,1,16,7,70,1959,4
6,4,7,16,94,2102,2
6,3,7,16,94,2106,5
6,2,7,16,94,2111,5
9,1,7,16,91,2151,8
15,1,7,16,69,2194,5
10,1,7,16,74,2207,5
1,2,7,16,70,2247,8
10,1,7,16,61,2288,5
4,3,7,16,55,2333,5
7,4,16,7,91,905,2
10,3,16,7,88,925,8
10,2,16,7,88,928,5
10,1,16,7,88,932,5
4,3,16,7,80,937,8
4,2,16,7,80,942,5
10,1,16,7,74,946,5
4,3,16,7,53,953,5
9,4,7,16,78,1031,2
9,3,7,16,78,1035,5
10,1,7,16,77,1085,8
10,1,7,16,72,1105,5
10,2,7,16,62,1155,8
10,1,7,16,62,1162,5
4,4,7,16,100,1408,6
4,3,7,16,100,1411,5
4,4,7,16,100,1592,6
7,4,16,7,75,1800,2
10,3,16,7,72,36,5
10,2,16,7,72,41,5
10,1,16,7,72,46,5
10,1,13,30,51,2552,8
5,4,13,30,72,909,2
5,3,13,30,72,913,5
10,2,13,30,67,919,5
10,1,13,30,67,922,5
10,2,13,30,56,940,5
10,1,13,30,56,943,5
1,2,22,10,99,2082,8
1,1,22,10,99,2091,8
1,3,22,10,94,2130,8
1,2,22,10,94,2172,8
10,1,22,10,85,2215,8
10,1,22,10,66,2253,5
7,4,16,7,74,393,2
7,3,16,7,74,396,5
10,2,16,7,71,442,5
10,1,16,7,71,487,8
10,1,16,7,100,524,8
4,2,7,16,76,626,5
10,1,7,16,70,664,8
10,1,7,16,57,709,5
8,3,9,12,92,2716,5
8,2,9,12,92,2720,5
8,1,9,12,92,2723,5
2,4,9,12,87,2730,10
2,3,9,12,87,2735,5
6,2,9,12,83,2739,5
10,1,9,12,79,2779,5
1,4,9,12,78,2820,8
8,3,9,12,71,2831,10
9,2,9,12,70,2837,5
10,1,9,12,69,2879,8
4,3,9,12,58,2885,5
5,2,9,12,57,2928,8
10,1,9,12,52,2935,5
10,1,15,11,72,1921,11
4,2,15,11,64,1951,5
5,1,15,11,63,1988,8
10,1,15,11,58,2005,5
11,2,11,15,88,2128,5
10,1,11,15,89,2171,8
1,4,11,15,56,2216,5
9,4,10,22,87,1801,2
4,4,10,22,92,1807,4
5,3,10,22,91,1853,8
9,2,10,22,87,1896,8
10,1,10,22,86,1935,8
2,1,22,10,98,2408,8
12,3,22,10,65,2452,5
9,2,22,10,68,2494,5
10,1,22,10,67,2528,8
7,4,10,22,92,910,2
7,3,10,22,92,915,5
7,2,10,22,92,922,5
10,1,10,22,89,961,8
1,2,10,22,85,966,8
10,1,10,22,76,982,8
7,3,10,22,52,1020,5
9,2,10,22,100,1045,8
7,2,8,27,88,2981,5
2,2,8,27,93,2981,4
10,1,8,27,85,2988,8
3,3,8,27,79,3020,5
1,2,19,31,99,924,8
4,1,19,31,96,952,8
12,3,19,31,80,993,5
20,2,19,31,72,1002,5
10,1,19,31,82,1014,8
7,2,19,31,66,1020,5
10,1,25,28,89,645,5
6,3,25,28,78,685,5
10,2,25,28,74,729,8
10,1,25,28,74,738,5
8,2,25,28,66,771,5
10,1,25,28,64,814,8
1,2,16,7,99,2820,8
3,1,16,7,97,2830,8
3,2,16,7,92,2837,8
10,1,16,7,85,2843,8
10,1,16,7,70,2849,5
3,3,16,7,97,2931,5
5,2,16,7,95,2975,8
8,1,16,7,92,3015,8
10,1,19,31,63,1055,8
17,3,31,19,100,1283,5
10,2,31,19,57,1324,9
10,1,31,19,57,1327,5
1,3,31,19,99,1580,8
1,2,31,19,99,1594,5
8,4,31,19,55,662,6
8,3,31,19,55,665,5
10,2,31,19,53,710,5
10,1,31,19,53,752,8
4,2,13,30,96,3754,5
4,1,13,30,96,3757,5
11,4,30,13,73,3864,2
11,3,30,13,73,3868,5
10,2,30,13,74,3913,8
10,1,30,13,74,3916,5
10,1,30,13,62,3964,5
2,3,30,13,56,3998,8
4,2,30,13,54,4042,8
5,1,30,13,53,4082,8
10,1,30,13,54,2744,9
3,2,30,13,97,3029,5
4,1,30,13,96,3061,8
6,3,30,13,89,3087,5
1,3,30,13,94,3104,4
5,2,30,13,90,3135,8
10,1,30,13,85,3172,8
10,1,30,13,57,3222,5
10,4,13,30,90,3396,2
1,3,13,30,99,3439,9
3,2,13,30,97,3486,8
7,1,13,30,93,3522,8
5,4,13,30,95,2099,2
6,3,13,30,94,2144,5
8,2,13,30,92,2183,8
10,1,13,30,90,2220,8
1,3,13,30,86,2264,8
10,2,13,30,77,2289,5
10,1,13,30,77,2296,5
8,3,13,30,63,2332,5
8,2,13,30,63,2372,8
10,1,13,30,61,2412,8
2,4,13,30,59,2441,8
6,3,13,30,55,2485,8
7,2,13,30,54,2521,5
5,3,13,30,95,1015,9
4,2,13,30,96,1020,8
6,1,13,30,94,1037,8
5,4,13,30,95,1362,2
5,3,13,30,95,1366,5
5,2,13,30,95,1370,5
11,2,10,22,65,2739,7
10,1,10,22,66,2773,7
9,3,10,22,54,2814,5
8,2,10,22,55,2817,8
10,1,10,22,53,2822,8
10,4,4,29,54,1258,6
8,2,4,29,56,1333,9
10,1,4,29,54,1373,8
2,2,4,29,51,1409,8
4,4,4,29,95,1713,2
1,3,4,29,98,1754,8
1,2,4,29,98,1757,5
10,1,4,29,89,1800,8
12,2,4,29,76,10,5
10,1,4,29,78,50,8
10,1,4,29,61,90,8
3,3,17,21,55,2990,5
5,4,21,17,70,3123,9
3,3,21,17,72,3168,9
9,2,21,17,66,3204,5
10,1,21,17,65,3236,8
7,4,17,21,100,3322,6
3,3,17,21,54,3367,8
3,4,17,21,80,948,2
3,3,17,21,80,956,5
3,2,17,21,80,960,5
10,1,17,21,73,994,5
20,1,12,9,64,1783,5
10,1,12,9,74,1800,5
3,2,12,9,97,233,8
3,1,12,9,97,236,5
2,4,12,9,93,236,4
2,3,12,9,93,243,5
4,2,12,9,91,282,8
10,1,12,9,85,320,8
1,4,12,9,83,360,8
2,3,12,9,82,390,8
8,2,12,9,76,419,5
10,1,12,9,74,459,8
11,4,21,17,51,1327,6
11,3,21,17,51,1334,5
6,3,21,17,56,1334,4
6,2,21,17,56,1339,5
10,1,21,17,52,1375,8
6,4,17,21,80,1453,2
6,3,17,21,80,1458,5
6,2,17,21,80,1462,5
10,1,17,21,76,1499,8
2,2,17,21,72,1534,8
10,1,17,21,64,1571,5
10,1,17,21,53,1595,5
9,4,17,21,62,1721,6
9,3,17,21,62,1724,5
10,2,17,21,61,1764,10
10,1,17,21,61,1770,5
10,1,17,21,51,2,4
10,1,1,24,53,1691,8
17,4,24,1,52,147,6
12,3,24,1,57,192,9
10,2,24,1,59,234,8
10,1,24,1,59,240,5
9,1,13,30,91,1395,8
5,2,13,30,77,1420,5
10,1,13,30,72,1445,5
5,1,30,13,95,1525,8
10,1,30,13,68,1548,5
1,2,30,13,61,1589,8
10,1,30,13,52,1628,8
1,3,30,13,100,1672,8
3,2,12,9,97,3561,5
8,1,12,9,92,3600,8
10,2,12,9,79,1827,5
10,1,12,9,79,1859,8
10,1,9,12,55,2095,5
8,4,12,9,80,2335,2
13,3,12,9,75,2375,5
12,2,12,9,76,2415,9
15,1,12,9,73,2435,8
10,1,12,9,78,2458,8
6,4,30,13,94,17,2
6,3,30,13,94,21,5
10,2,30,13,90,58,8
10,1,30,13,90,63,5
8,2,30,13,81,93,8
10,1,30,13,79,133,8
9,3,30,13,67,169,5
9,2,30,13,67,174,5
10,1,30,13,66,213,8
1,1,29,4,99,376,8
3,2,29,4,97,381,5
5,1,29,4,95,420,8
10,3,29,4,55,454,5
10,2,29,4,55,458,5
10,1,29,4,55,462,5
9,2,29,4,53,708,5
10,1,29,4,52,741,8
12,3,0,26,78,2736,7
11,2,0,26,79,2772,7
10,1,0,26,80,2812,7
9,2,0,26,69,2820,8
10,1,0,26,68,2861,8
6,3,0,26,58,2908,8
4,2,0,26,60,2913,8
9,2,0,26,55,2913,4
10,1,0,26,54,2918,8
2,2,26,0,98,2970,5
4,1,26,0,96,3009,8
5,1,26,0,70,3033,5
10,1,26,0,65,3054,4
5,3,26,0,55,3087,5
10,2,26,0,100,3109,5
10,1,26,0,100,3115,5
2,3,0,26,91,3213,8
6,2,0,26,87,3255,8
10,1,0,26,83,3299,8
10,1,0,26,67,3336,5
9,4,0,26,63,3448,6
15,3,0,26,57,3488,5
5,3,0,26,67,3496,5
9,2,0,26,63,3539,8
10,1,0,26,62,3579,8
6,4,26,0,73,2003,2
6,3,26,0,73,2008,5
6,2,26,0,73,2015,5
10,1,26,0,69,2054,8
1,2,0,26,99,2241,8
1,1,0,26,99,2277,8
8,3,0,26,92,2285,5
15,2,0,26,85,2327,8
9,1,0,26,91,2365,9
1,3,0,26,88,2402,8
6,2,22,10,94,1451,5
9,1,22,10,91,1488,8
9,3,22,10,67,1524,5
14,2,22,10,62,1556,5
9,2,22,10,67,1570,4
10,1,22,10,66,1606,8
7,2,1,24,100,2861,8
10,1,24,1,52,2872,9
17,4,17,21,59,2011,6
12,3,17,21,64,2018,5
12,2,17,21,64,2022,5
10,1,17,21,66,2063,5
9,3,17,21,100,2100,5
9,2,17,21,100,2105,5
19,4,21,17,57,2320,6
12,3,21,17,64,2366,9
8,2,21,17,68,2411,9
10,1,21,17,66,2438,8
3,4,21,17,62,2476,10
2,3,21,17,63,2519,8
10,2,21,17,55,2545,5
10,1,21,17,55,2551,5
2,2,21,17,52,2583,8
1,4,2,17,59,2278,8
1,3,2,17,59,2282,5
10,1,2,17,100,2316,5
11,4,2,17,70,2458,2
11,3,2,17,70,2462,5
11,2,2,17,70,2467,5
10,1,2,17,71,2507,8
2,3,2,17,53,2551,8
5,2,2,17,100,2591,8
10,1,17,2,51,903,5
15,4,2,17,76,976,2
15,3,2,17,76,979,5
9,4,22,10,52,147,6
9,3,22,10,52,151,5
9,2,22,10,52,157,5
10,1,22,10,51,197,8
6,3,10,22,87,628,5
6,2,10,22,87,632,5
10,1,10,22,83,664,8
2,1,10,22,98,679,8
10,1,10,22,62,725,8
11,2,17,21,79,2722,7
1,1,15,11,99,2381,8
4,2,15,11,95,2407,5
10,1,15,11,89,2447,8
10,1,15,11,76,2478,5
10,1,15,11,65,2519,8
17,4,11,15,61,918,6
15,3,11,15,63,922,5
15,2,11,15,63,929,5
15,1,11,15,63,932,5
10,1,11,15,68,932,4
14,4,15,11,84,1043,2
9,3,15,11,89,1086,9
16,2,15,11,82,1124,5
6,2,15,11,92,1153,10
10,1,15,11,88,1195,8
10,2,15,11,78,1232,5
10,1,15,11,78,1235,5
1,3,15,11,70,1275,8
2,2,15,11,69,1311,8
10,1,15,11,61,1344,10
5,3,11,15,91,1544,5
5,2,11,15,91,1548,5
9,4,12,9,60,2982,6
14,2,12,9,55,3054,9
10,1,12,9,59,3093,8
1,1,9,12,99,3426,8
10,1,9,12,58,3460,5
2,2,9,12,55,3495,8
6,4,9,12,84,987,2
6,3,9,12,84,994,5
4,2,9,12,86,997,8
10,1,9,12,80,1008,5
4,2,9,12,74,1020,8
10,1,9,12,68,1056,5
1,4,9,12,65,1097,10
6,3,9,12,60,1137,5
6,2,9,12,60,1142,5
10,1,9,12,56,1184,8
4,4,9,12,100,1501,6
3,4,31,19,87,2079,10
8,3,31,19,82,2123,5
10,2,31,19,80,2166,8
10,1,31,19,80,2175,5
4,3,31,19,69,2213,5
8,2,31,19,65,2254,8
10,1,31,19,63,2293,8
4,1,19,31,96,2381,8
7,2,19,31,78,2424,5
10,1,19,31,75,2469,5
7,2,19,31,62,2508,5
10,1,19,31,59,2544,8
10,2,0,26,79,2423,8
10,1,0,26,79,2429,5
5,3,0,26,95,920,5
5,2,0,26,95,924,5
7,1,0,26,93,931,8
5,3,0,26,78,967,5
17,2,0,26,66,974,5
7,2,0,26,76,980,8
10,1,0,26,73,987,8
6,3,0,26,56,1007,5
10,2,0,26,52,1012,8
10,1,0,26,52,1018,5
1,4,26,0,99,1199,8
3,3,26,0,97,1230,10
5,2,26,0,95,1273,8
7,1,26,0,93,1315,8
3,3,26,0,85,1358,5
5,2,26,0,83,1400,8
10,1,26,0,78,1440,8
10,1,26,0,67,1480,8
8,2,26,0,57,1514,5
10,1,26,0,55,1551,8
4,4,0,26,67,348,2
9,3,0,26,62,390,5
15,2,0,26,56,430,5
7,3,31,19,66,1663,5
7,2,31,19,66,1669,5
10,1,31,19,63,1710,8
5,4,19,31,69,223,2
17,3,19,31,57,269,5
14,2,19,31,60,314,5
10,1,19,31,64,355,8
10,1,19,31,52,398,8
15,1,0,26,56,473,8
10,1,0,26,61,473,4
5,4,26,0,89,724,2
5,3,26,0,89,734,5
5,2,26,0,89,740,5
10,1,26,0,84,776,8
6,2,22,10,60,2892,5
10,1,22,10,56,2928,8
2,2,22,10,53,2933,8
1,2,22,10,99,3155,8
2,1,22,10,98,3194,8
13,3,22,10,68,3236,5
3,2,22,10,78,3278,8
10,1,22,10,71,3312,8
9,2,22,10,56,3374,9
10,1,22,10,55,3406,8
3,2,10,22,81,3555,8
10,1,10,22,74,3596,8
10,1,17,21,80,2760,7
11,3,17,21,57,2807,5
12,2,17,21,56,2813,8
10,1,17,21,58,2818,8
3,4,17,21,55,2984,6
3,2,30,13,54,530,5
10,1,13,30,64,732,5
10,2,30,13,78,806,8
10,1,30,13,78,811,5
11,2,29,4,81,2738,7
10,1,29,4,82,2772,7
1,3,29,4,52,2820,8
5,3,27,8,95,2405,10
6,2,27,8,94,2447,8
8,1,27,8,92,2474,8
10,2,27,8,82,2522,5
10,1,27,8,60,2546,8
1,1,27,8,99,907,5
10,1,27,8,70,913,5
2,3,27,8,61,916,5
2,2,27,8,61,917,0
10,1,27,8,53,929,5
1,4,8,27,53,1758,8
4,3,8,27,100,1800,8
11,4,27,8,76,61,2
5,3,27,8,82,65,5
10,2,27,8,77,103,8
10,1,27,8,77,137,8
8,2,8,27,85,292,5
10,1,8,27,83,328,8
12,4,8,27,88,553,2
3,3,8,27,97,590,9
3,2,8,27,97,594,5
2,1,8,27,98,630,8
10,3,8,27,88,664,5
10,2,8,27,88,670,5
10,1,8,27,88,672,5
4,2,8,27,83,706,5
10,1,8,27,77,736,8
2,3,8,27,58,772,5
2,2,8,27,58,805,8
10,1,8,27,100,838,5
9,4,5,20,88,2713,2
8,3,5,20,89,2751,7
6,2,5,20,91,2753,7
5,1,5,20,92,2755,7
10,1,5,20,87,2755,4
10,3,5,20,51,2766,5
10,2,5,20,51,2775,5
10,1,5,20,51,2785,5
15,4,20,5,52,2856,6
9,3,20,5,58,2861,5
10,2,20,5,57,2865,8
10,1,20,5,57,2908,8
10,1,20,5,83,3058,5
5,2,20,5,67,3090,5
10,1,20,5,62,3125,8
10,2,5,20,78,3293,9
10,1,5,20,78,3329,5
4,3,5,20,68,3372,5
7,2,5,20,65,3412,8
10,1,5,20,62,3452,8
3,4,20,5,56,1966,5
6,3,20,5,53,2009,5
2,4,5,20,79,2223,2
2,3,5,20,79,2269,5
8,2,5,20,73,2314,5
10,1,5,20,71,2352,8
5,3,5,20,61,2390,8
10,2,5,20,56,2429,8
10,1,5,20,56,2433,5
3,3,5,20,52,2473,8
13,4,20,5,84,904,2
24,3,20,5,73,919,5
24,2,20,5,73,929,5
10,1,20,5,87,938,5
10,1,20,5,61,943,5
3,4,5,20,93,1717,2
4,3,5,20,92,1758,5
4,2,5,20,92,1764,5
10,1,5,20,86,1800,8
10,4,5,20,62,22,5
21,3,5,20,51,65,5
22,2,5,20,100,129,4
10,1,5,20,62,176,9
14,4,5,20,70,357,2
13,3,5,20,71,398,5
8,2,5,20,76,438,9
10,1,5,20,74,480,8
10,1,5,20,61,518,5
2,3,5,20,55,563,5
6,2,5,20,51,605,5
11,2,2,17,62,2724,7
10,1,2,17,63,2753,7
3,3,2,17,63,2804,8
5,2,2,17,61,2809,8
10,1,2,17,56,2814,8
6,4,17,2,54,2817,5
6,3,17,2,54,2820,5
10,2,17,2,100,2843,5
10,1,17,2,100,2847,5
1,4,2,17,74,2882,2
3,3,2,17,72,2930,8
9,2,2,17,66,2974,8
10,1,2,17,65,3013,8
9,2,2,17,54,3057,5
10,1,2,17,53,3090,4
3,3,17,2,97,3216,5
3,2,17,2,97,3219,5
5,1,17,2,95,3257,8
4,2,17,2,88,3295,5
10,1,17,2,82,3328,8
14,3,17,2,84,3460,9
14,2,17,2,84,3496,5
10,1,17,2,88,3534,5
3,3,17,2,82,3570,5
13,2,17,2,72,3600,5
8,2,17,2,77,1807,4
10,1,17,2,75,1853,5
1,3,17,2,70,1887,8
10,2,17,2,61,1907,5
10,1,17,2,61,1911,5
10,1,17,2,51,1980,5
15,4,2,17,56,2182,6
15,3,2,17,56,2188,5
10,2,2,17,61,2231,5
10,1,2,17,61,2237,5
7,3,1,24,100,2854,9
10,2,2,17,81,1020,9
10,1,2,17,81,1061,8
1,2,2,17,75,1080,4
10,1,2,17,66,1113,8
1,4,2,17,73,1158,11
3,3,2,17,71,1188,10
3,2,2,17,71,1192,5
10,1,2,17,64,1237,10
16,4,9,7,53,2858,6
19,3,9,7,100,2864,8
10,2,9,7,59,2868,9
5,2,21,17,69,265,8
10,1,21,17,64,310,10
1,2,21,17,60,354,8
10,1,21,17,51,389,8
10,2,8,27,100,2737,7
10,1,8,27,100,2767,7
2,4,27,8,100,2771,5
2,3,27,8,100,2775,5
2,2,27,8,100,2778,5
3,4,8,27,86,2806,2
3,3,8,27,86,2812,5
6,2,8,27,83,2816,8
10,1,8,27,79,2820,8
6,2,8,27,55,2845,8
10,1,8,27,51,2891,8
10,2,8,27,72,3057,5
10,1,8,27,72,3062,5
10,1,8,27,56,3096,8
1,4,27,8,54,3128,8
12,4,8,27,81,3387,2
12,3,8,27,81,3391,5
12,2,8,27,81,3438,8
10,1,8,27,83,3477,5
10,1,8,27,66,3518,5
3,2,27,8,97,3562,5
10,1,8,27,62,1976,8
6,2,8,27,94,2026,8
6,1,8,27,94,2030,5
13,2,8,27,80,2082,5
10,1,8,27,83,2118,8
13,2,8,27,78,2124,5
10,1,8,27,81,2168,9
10,2,8,27,79,2172,5
8,2,8,27,70,2215,5
10,1,8,27,68,2256,8
5,1,8,27,63,2263,5
10,1,8,27,58,2271,5
10,1,1,24,70,2742,7
11,4,24,1,51,3162,6
10,2,24,1,52,3244,9
10,1,24,1,52,3282,8
10,4,1,24,76,2021,2
10,3,1,24,76,2025,5
8,2,1,24,78,2058,8
10,1,1,24,76,2104,8
7,2,1,24,67,2145,5
10,1,1,24,64,2178,8
10,3,1,24,52,2220,5
4,2,1,24,58,2243,8
10,1,1,24,52,2285,8
10,4,24,1,72,2436,2
16,3,24,1,66,2473,5
16,2,24,1,66,2478,5
20,1,24,1,62,2515,8
15,1,24,1,67,2531,4
10,1,24,1,72,2540,4
3,4,24,1,63,2581,5
3,3,24,1,63,2584,5
12,2,24,1,54,2626,5
10,1,24,1,56,2664,8
4,2,1,24,96,904,2
4,1,1,24,96,907,5
8,1,1,24,92,912,5
2,2,1,24,83,917,5
10,1,1,24,75,921,5
9,2,1,24,69,925,5
10,1,1,24,68,928,5
6,2,1,24,60,950,5
10,1,1,24,56,973,8
5,4,24,1,91,1140,2
5,3,24,1,91,1143,5
9,2,24,1,87,1180,5
10,1,24,1,86,1220,8
1,4,24,1,84,1261,8
6,3,24,1,79,1301,5
5,2,24,1,80,1334,8
7,2,1,24,80,1510,5
10,1,1,24,77,1549,8
9,2,1,24,64,1573,5
10,1,1,24,63,1612,8
6,2,1,24,57,1653,8
3,2,2,17,97,1546,5
3,1,2,17,97,1586,8
2,2,2,17,94,1616,8
10,1,2,17,86,1639,8
9,3,2,17,74,1673,5
9,2,2,17,74,1677,5
10,1,2,17,73,1721,8
10,1,2,17,59,1765,5
7,4,2,17,52,321,6
7,3,2,17,52,327,5
7,2,2,17,52,371,8
19,4,17,2,79,547,2
19,3,17,2,79,552,5
9,2,17,2,89,567,10
1,2,17,2,85,640,8
10,1,17,2,76,674,5
1,3,17,2,70,708,8
6,2,17,2,65,746,8
10,1,17,2,61,781,5
1,4,18,15,88,35,2
11,3,18,15,78,84,5
9,2,18,15,80,128,8
10,1,18,15,79,164,8
4,2,18,15,72,187,5
10,1,18,15,66,205,5
5,2,18,15,57,250,5
10,1,18,15,52,291,8
1,3,18,15,100,328,8
5,3,18,15,82,578,5
8,2,18,15,79,619,8
10,1,18,15,77,659,5
3,3,18,15,73,697,5
6,2,18,15,70,738,8
10,1,18,15,66,774,8
6,3,2,17,57,916,9
10,2,2,17,53,921,5
10,1,2,17,53,926,5
10,1,9,7,59,2873,8
4,3,7,9,96,2250,8
4,2,7,9,96,2254,5
5,1,7,9,95,2295,8
7,3,7,9,89,2300,5
10,2,7,9,86,2340,8
10,1,7,9,86,2345,5
4,2,7,9,69,2390,5
10,1,7,9,63,2432,8
8,3,9,7,92,3517,5
8,2,9,7,92,3524,5
9,1,9,7,91,3562,8
10,1,9,7,80,3594,8
5,4,9,7,95,1888,2
2,3,9,7,98,1928,8
7,2,9,7,93,1968,8
7,1,9,7,93,1973,5
3,2,9,7,69,2019,8
10,1,9,7,62,2062,8
2,4,7,9,98,2206,5
17,4,23,21,76,3193,2
15,3,23,21,78,3233,5
21,2,23,21,72,3270,5
20,1,23,21,73,3306,8
10,1,23,21,83,3329,8
1,3,23,21,77,3373,8
7,2,23,21,71,3414,5
10,1,23,21,68,3451,8
10,3,23,21,88,1020,5
12,2,23,21,86,1039,5
10,1,23,21,88,1078,8
8,3,23,21,76,1118,5
8,2,23,21,76,1126,5
10,1,23,21,74,1167,8
4,3,21,23,77,1179,5
4,2,21,23,77,1184,5
10,1,21,23,71,1218,5
15,3,21,23,54,1256,5
9,2,21,23,60,1302,5
6,4,7,9,94,925,2
6,3,7,9,94,930,5
6,2,7,9,94,934,5
9,1,7,9,91,939,8
10,1,7,9,68,966,5
10,1,7,9,57,974,5
1,4,7,9,54,979,8
11,4,7,9,82,1262,2
11,3,7,9,82,1267,5
11,2,7,9,82,1272,5
10,1,7,9,83,1311,3
1,3,7,9,80,1349,8
10,2,7,9,71,1387,5
10,1,7,9,71,1392,5
1,2,7,9,64,1433,11
10,1,7,9,55,1475,8
2,2,9,7,98,1574,8
5,2,9,7,95,1581,5
7,1,9,7,93,1619,8
7,2,9,7,74,1658,8
12,2,9,7,69,1679,4
10,1,9,7,71,1713,8
7,3,9,7,55,1760,5
10,2,9,7,52,1796,8
10,1,9,7,52,1800,5
2,4,9,7,58,192,10
10,2,9,7,100,272,8
10,1,9,7,100,277,5
3,1,9,7,97,498,8
8,3,9,7,66,539,5
5,2,9,7,69,579,3
5,1,9,7,69,585,5
10,1,9,7,64,612,8
7,4,0,16,71,2703,5
7,3,0,16,71,2709,5
17,2,0,16,61,2730,5
10,1,0,16,68,2756,9
4,4,16,0,59,2916,6
9,3,16,0,54,2923,8
9,2,16,0,54,2967,8
10,1,16,0,53,3011,8
