ToGo,Down,OffenseTeam,DefenseTeam,YardLine,Time,PlayType
3,2,0,2,70,634,8
10,1,0,2,63,675,5
2,2,0,2,59,715,8
10,1,0,2,51,746,8
5,2,27,7,91,2744,5
1,4,13,22,76,926,2
1,3,13,22,76,930,5
10,2,13,22,67,949,5
10,1,13,22,67,981,8
6,3,13,22,59,1020,5
8,2,13,22,57,1039,8
10,1,13,22,55,1084,8
10,1,22,13,80,1355,8
10,1,22,13,72,1370,8
10,1,22,13,57,1409,5
1,3,22,13,52,1445,8
2,2,22,13,51,1483,8
1,2,13,22,99,1602,8
6,1,13,22,94,1627,8
5,2,13,22,88,1645,8
10,1,13,22,83,1678,8
9,3,13,22,71,1705,5
9,2,13,22,71,1710,5
10,1,13,22,70,1755,8
1,4,13,22,98,1792,2
1,3,13,22,98,1800,5
10,1,13,22,89,26,5
2,3,13,22,76,52,8
7,2,13,22,71,93,5
10,1,13,22,68,138,8
10,1,22,13,82,230,5
1,3,22,13,69,266,8
10,2,22,13,60,303,5
10,1,22,13,60,337,8
1,4,13,22,90,422,5
1,4,13,22,90,441,4
8,3,13,22,83,488,5
9,2,13,22,82,530,5
10,1,13,22,81,569,8
9,4,14,26,61,2820,6
9,3,14,26,61,2837,8
14,3,14,26,56,2837,4
10,2,14,26,60,2841,8
10,1,14,26,60,2845,8
11,4,14,26,81,2978,2
15,3,14,26,77,3019,8
14,2,14,26,78,3063,8
9,2,14,26,83,3063,4
10,1,14,26,82,3101,8
10,1,14,26,58,3173,8
18,4,14,26,60,3322,6
10,3,14,26,68,3364,9
10,2,14,26,68,3367,5
10,1,14,26,68,3372,5
3,2,26,14,78,1859,5
10,1,26,14,71,1900,8
10,1,26,14,60,1942,5
6,2,14,26,65,2427,8
10,1,1,30,72,782,5
2,4,26,14,59,2705,5
2,3,26,14,59,2706,0
10,2,26,14,51,2719,5
10,1,26,14,51,2725,5
1,4,23,24,71,1668,2
5,3,23,24,67,1709,5
9,2,23,24,63,1747,10
10,1,23,24,62,1775,8
10,1,24,23,100,78,5
4,4,23,24,87,731,2
4,3,23,24,87,736,5
3,2,23,24,88,778,8
10,1,23,24,81,813,8
12,3,19,21,88,2737,7
11,2,19,21,89,2774,7
10,1,19,21,90,2812,7
1,3,19,21,69,2869,5
4,2,19,21,66,2916,8
10,1,19,21,60,2957,8
6,2,19,21,54,3003,5
10,1,19,21,100,3046,8
3,4,21,19,97,3213,5
3,3,21,19,97,3219,5
3,2,21,19,97,3252,8
3,1,21,19,97,3257,5
1,2,21,19,90,3286,8
10,1,21,19,81,3314,5
8,2,21,19,73,3335,5
10,1,21,19,71,3360,8
3,2,21,19,64,3393,8
15,1,21,19,52,3416,5
10,1,21,19,57,3439,5
1,1,19,21,99,2258,8
4,2,19,21,92,2301,5
10,1,19,21,86,2326,8
1,1,25,31,99,2416,8
3,4,25,31,68,2421,5
3,3,25,31,68,2465,8
5,2,25,31,66,2505,8
10,1,25,31,61,2542,8
15,1,31,25,57,906,2
19,3,20,11,78,3330,9
10,2,20,11,87,3377,9
10,1,20,11,87,3380,5
8,3,20,11,77,3409,5
8,2,20,11,77,3452,8
10,1,20,11,75,3493,8
10,1,20,11,65,3536,8
1,4,11,20,99,1962,5
1,3,11,20,99,2003,8
1,3,11,20,99,2003,4
6,3,11,20,93,2037,5
9,2,11,20,90,2081,8
10,1,11,20,89,2101,5
4,2,11,20,84,2127,5
10,1,11,20,78,2148,5
10,2,11,20,68,2171,5
10,1,11,20,68,2174,5
10,1,20,11,80,2273,5
2,3,20,11,98,2368,5
2,2,20,11,98,2374,5
10,1,20,11,90,2420,5
1,4,20,11,88,2466,8
3,3,20,11,86,2487,5
2,2,20,11,87,2525,8
10,1,20,11,79,2546,5
1,3,20,11,67,2578,5
9,2,20,11,59,2589,5
10,1,20,11,58,2631,8
5,2,11,20,88,900,2
10,1,11,20,83,912,5
6,3,11,20,76,916,5
14,2,11,20,68,935,5
10,1,11,20,72,943,9
10,1,11,20,56,970,5
3,3,11,20,52,975,5
5,1,11,20,100,1051,5
3,4,20,11,93,1516,2
8,3,20,11,88,1562,5
8,2,20,11,88,1567,5
10,1,20,11,86,1608,8
10,1,20,11,68,1651,5
6,2,20,11,94,99,8
9,1,20,11,91,140,8
4,1,20,11,96,158,4
1,3,20,11,73,200,5
12,2,20,11,62,242,5
10,1,20,11,64,289,8
1,4,20,11,76,431,2
10,3,20,11,67,476,5
10,2,20,11,67,480,5
10,1,20,11,67,515,8
10,1,20,11,57,558,5
1,3,20,11,55,599,8
3,2,20,11,53,644,8
12,4,16,8,71,3034,2
10,3,16,8,73,3072,8
5,3,16,8,78,3072,4
5,2,16,8,78,3076,5
10,1,16,8,73,3107,5
10,1,16,8,60,3138,5
4,2,16,8,52,3163,8
5,2,8,16,75,3444,5
10,1,8,16,70,3487,5
10,1,25,31,84,938,5
10,1,25,31,66,961,5
8,2,25,31,51,986,5
1,4,31,25,65,1011,5
6,3,31,25,60,1020,5
10,1,31,25,56,1101,5
3,1,25,31,97,1319,8
11,3,25,31,77,1367,5
13,2,25,31,75,1414,5
10,1,25,31,78,1458,9
10,2,25,31,65,1505,5
10,1,8,16,100,1172,5
9,1,8,16,91,1279,5
3,2,8,16,79,1319,5
10,1,8,16,72,1356,8
6,3,8,16,59,1388,5
6,2,8,16,59,1393,5
7,2,8,16,90,1670,5
10,1,8,16,87,1709,8
14,4,8,16,60,48,2
4,3,8,16,70,94,9
10,2,8,16,64,129,8
10,1,8,16,64,135,5
10,1,8,16,52,171,8
2,3,8,16,100,205,10
6,2,4,12,74,2815,8
10,1,4,12,70,2820,8
2,4,4,12,53,2902,5
10,4,12,4,60,3083,6
10,3,12,4,60,3088,5
5,3,12,4,65,3088,4
5,2,12,4,65,3094,5
10,1,12,4,60,3134,8
8,2,12,4,100,3177,5
8,3,4,12,55,3563,9
13,2,4,12,100,3600,5
10,1,4,12,53,1827,8
1,4,12,4,99,1842,8
1,3,12,4,99,1882,8
1,2,12,4,99,1924,8
10,4,29,3,76,2871,5
10,3,29,3,76,2876,5
10,2,29,3,76,2879,5
10,1,29,3,76,2884,5
8,4,29,3,61,2891,9
8,3,29,3,61,2896,5
10,2,29,3,59,2941,5
10,1,29,3,59,2947,5
10,4,29,3,54,2954,5
9,3,29,3,55,3000,9
3,2,29,3,61,3040,9
10,1,29,3,54,3077,5
4,3,27,0,84,1957,5
6,2,27,0,82,1999,8
10,1,27,0,78,2049,8
1,2,27,0,75,2086,8
10,1,27,0,66,2124,8
3,4,27,0,97,2260,2
2,3,27,0,98,2268,5
1,2,27,0,99,2310,8
1,1,27,0,99,2342,8
5,3,27,0,94,2387,10
7,2,27,0,92,2426,8
10,1,27,0,89,2455,8
10,1,27,0,64,2502,5
24,4,0,27,51,902,5
19,4,0,27,56,902,4
12,3,0,27,63,927,9
12,2,0,27,63,932,5
2,2,0,27,73,937,5
10,1,0,27,65,943,8
10,1,0,27,53,1020,8
10,1,27,0,82,1187,5
5,3,27,0,74,1229,5
10,2,27,0,69,1273,8
10,1,27,0,69,1278,5
10,3,27,0,54,1321,5
10,2,27,0,54,1327,5
10,1,27,0,54,1363,8
25,1,0,27,75,1458,8
3,2,25,19,97,2990,8
8,1,25,19,92,2997,8
10,1,25,19,100,3044,5
8,3,19,25,76,3393,5
13,2,19,25,71,3434,5
10,1,19,25,74,3474,8
10,1,25,19,86,1820,5
7,3,25,19,76,1863,5
7,2,25,19,76,1866,5
10,1,25,19,73,1906,5
2,2,25,19,70,1938,8
10,1,25,19,62,1975,5
3,4,19,25,79,2053,5
3,3,19,25,79,2060,5
5,2,19,25,77,2103,8
10,1,19,25,72,2142,5
10,1,19,25,57,2187,8
10,2,19,25,58,2497,5
10,1,19,25,58,2537,5
3,2,19,25,53,2577,8
8,3,19,25,73,945,5
6,2,19,25,75,950,9
1,1,25,19,99,1100,8
3,4,25,19,67,1121,5
6,3,25,19,64,1159,8
9,2,25,19,61,1201,5
10,1,25,19,60,1242,8
9,2,25,19,81,1591,5
10,1,25,19,80,1627,8
1,4,25,19,63,1680,8
1,4,25,19,63,1695,8
1,3,25,19,63,1717,8
6,2,25,19,58,1759,5
10,1,25,19,54,1800,5
7,4,3,29,51,3314,6
2,4,3,29,56,3314,4
9,4,3,29,53,3552,6
4,4,3,29,58,3552,4
11,3,3,29,51,3600,5
1,2,3,29,61,1803,9
10,1,3,29,52,1826,8
4,2,3,29,96,2446,5
3,1,3,29,97,2489,8
7,2,3,29,83,2529,5
10,1,3,29,80,2561,5
10,1,3,29,69,2598,5
10,1,3,29,56,2614,10
8,4,29,3,54,919,6
9,2,29,3,53,947,9
4,2,29,3,58,947,4
3,3,8,16,100,2258,4
10,1,29,3,52,955,5
10,2,3,29,80,1107,8
10,1,3,29,80,1110,5
10,1,3,29,68,1137,5
3,3,3,29,64,1176,8
8,2,3,29,59,1203,8
10,1,3,29,57,1234,5
3,1,29,3,97,1311,5
10,1,29,3,77,1353,5
5,4,3,29,81,488,2
5,3,3,29,81,526,5
10,2,3,29,76,563,5
10,1,3,29,76,570,5
1,2,3,29,71,598,8
10,1,3,29,62,625,5
10,1,14,26,61,2468,8
1,3,14,26,60,2504,8
10,1,14,26,51,2584,5
15,3,26,14,57,902,2
10,2,26,14,62,914,5
10,1,26,14,62,917,5
10,1,26,14,52,934,10
10,1,14,26,61,1017,5
7,3,14,26,56,1023,5
7,2,14,26,56,1026,5
10,1,14,26,53,1066,8
10,2,27,7,86,2744,4
10,1,27,7,86,2751,5
10,1,27,7,59,2779,5
3,2,27,7,100,2797,5
17,4,27,7,53,3057,6
11,3,27,7,59,3100,9
11,2,27,7,59,3103,5
5,2,27,7,65,3103,4
10,1,27,7,60,3145,5
4,4,7,27,60,3349,6
4,3,7,27,60,3352,5
6,2,7,27,58,3397,8
8,4,1,30,90,591,2
5,3,1,30,93,631,9
5,2,1,30,93,636,5
10,1,1,30,88,672,8
6,3,1,30,76,708,5
10,2,1,30,72,740,10
15,1,1,30,67,771,8
10,1,24,23,51,3366,8
6,3,23,24,94,2343,8
6,2,23,24,94,2348,5
5,1,23,24,95,2390,8
10,3,23,24,90,2406,8
11,2,23,24,89,2444,8
6,3,23,24,84,2512,8
14,2,23,24,76,2553,8
10,1,23,24,80,2590,8
10,2,23,24,65,2594,5
10,1,23,24,65,2624,8
14,4,23,24,55,977,6
8,4,23,24,61,977,4
8,3,23,24,61,982,5
4,2,23,24,65,1020,9
10,1,23,24,59,1044,8
20,4,11,20,56,2781,5
10,3,11,20,66,2811,9
10,2,11,20,66,2818,5
10,1,11,20,66,2823,5
10,1,11,20,54,2842,4
10,2,28,20,60,2734,5
10,1,28,20,60,2735,0
6,4,20,28,68,2776,2
10,3,20,28,64,2820,8
14,2,20,28,60,2833,8
3,3,20,28,51,2846,5
10,1,28,20,51,3036,5
6,2,20,28,56,3310,5
10,1,20,28,52,3335,8
6,4,28,20,63,3506,2
6,3,28,20,63,3516,5
6,2,28,20,63,3520,5
10,1,28,20,59,3561,8
5,4,20,28,64,1824,2
12,3,20,28,57,1865,5
6,3,11,9,52,2598,10
10,2,9,11,83,909,2
10,1,9,11,83,914,5
10,1,9,11,62,922,10
3,2,9,11,57,928,5
10,1,9,11,100,934,5
4,4,11,9,75,946,2
9,3,11,9,70,954,5
4,3,11,9,75,975,4
9,2,11,9,70,1015,8
10,1,11,9,69,1021,8
1,3,11,9,66,1055,5
3,2,11,9,64,1097,10
8,1,29,1,92,2765,5
9,2,29,1,77,2769,5
10,1,29,1,76,2788,8
7,2,29,1,68,2794,5
10,1,29,1,65,2817,8
8,2,29,1,74,2926,5
12,1,1,29,88,3095,8
7,1,1,29,93,3095,4
1,3,1,29,92,3146,8
7,2,3,21,62,3576,5
10,1,3,21,59,3600,8
8,3,3,21,100,1871,5
21,4,17,15,63,113,2
21,3,17,15,63,118,5
8,2,17,15,76,160,9
10,1,17,15,74,194,8
7,3,17,15,67,231,5
10,2,17,15,64,271,8
10,1,17,15,64,313,8
7,4,15,17,83,412,2
9,4,29,3,61,1365,2
9,3,29,3,61,1370,5
18,2,29,3,52,1408,5
18,1,29,3,52,1412,5
13,1,29,3,57,1429,4
10,1,29,3,60,1456,8
12,2,3,29,87,1570,8
10,1,3,29,89,1611,9
1,3,3,29,86,1651,8
1,4,3,29,99,1800,5
1,3,3,29,99,37,8
4,2,3,29,96,72,5
8,1,3,29,92,111,8
5,3,3,29,62,151,5
11,2,3,29,56,186,5
10,1,3,29,57,228,5
2,4,29,3,68,266,2
9,3,29,3,61,306,5
9,2,29,3,61,311,5
10,1,29,3,60,352,8
7,3,15,17,83,417,5
18,2,15,17,72,455,5
10,1,15,17,80,501,5
2,2,15,17,77,537,8
10,1,15,17,69,568,5
7,2,15,17,52,581,5
10,1,11,9,57,1138,8
7,4,9,11,90,1697,2
7,3,9,11,90,1704,5
7,2,9,11,90,1710,5
10,1,9,11,87,1752,8
5,3,9,11,76,1792,5
5,2,9,11,76,1800,5
10,1,9,11,52,49,5
7,4,11,9,54,160,4
7,3,11,9,54,166,5
8,2,11,9,53,210,5
10,1,11,9,51,249,8
10,4,9,11,87,510,2
11,3,9,11,86,550,5
1,3,9,11,96,554,8
3,2,9,11,94,600,8
10,1,9,11,87,640,8
10,1,9,11,72,681,8
2,3,9,11,69,734,5
9,2,9,11,62,775,5
10,1,9,11,61,813,8
11,2,27,0,55,2736,7
10,1,27,0,56,2766,7
11,4,0,27,53,2772,9
10,2,0,27,54,2810,9
10,1,0,27,54,2813,5
6,4,27,0,70,2842,2
6,3,27,0,70,2845,5
10,1,27,0,66,2854,8
3,2,27,0,62,2861,8
10,1,27,0,55,2866,8
5,3,27,0,100,2910,5
9,3,0,27,51,3009,5
9,2,0,27,51,3012,5
10,1,0,27,100,3056,8
11,4,0,27,84,3369,2
17,3,0,27,78,3412,5
24,2,0,27,71,3456,8
10,1,0,27,85,3501,3
3,1,26,16,97,3143,8
5,1,26,16,86,3187,5
10,1,26,16,81,3194,4
5,2,26,16,70,3229,5
10,1,26,16,65,3268,8
10,1,26,16,55,3294,8
4,3,13,7,65,2213,8
4,2,13,7,65,2253,8
10,1,13,7,59,2291,8
5,1,13,7,100,2320,8
2,2,7,13,98,1764,8
3,1,7,13,97,1800,8
5,2,7,13,80,23,8
10,1,7,13,75,49,8
10,1,7,13,64,83,8
2,3,13,7,83,274,10
5,2,13,7,80,317,8
10,1,13,7,75,353,8
5,2,26,16,87,3534,8
9,4,16,26,67,1887,2
9,3,16,26,67,1893,5
9,2,16,26,67,1897,5
10,1,16,26,66,1921,8
7,3,16,26,58,1970,10
12,3,16,26,53,1994,4
10,2,16,26,55,2034,8
10,1,16,26,55,2078,8
1,3,16,26,99,2340,8
6,2,16,26,94,2361,5
8,1,16,26,92,2400,8
7,3,16,26,72,2444,5
7,2,16,26,72,2449,5
8,4,16,8,85,325,2
10,3,16,8,83,364,5
10,2,16,8,83,368,5
10,1,16,8,83,404,8
11,3,16,8,61,443,5
11,2,16,8,61,447,5
10,1,16,8,62,483,8
10,1,8,16,82,589,5
6,3,8,16,63,630,5
6,2,8,16,63,633,5
10,1,8,16,59,663,5
5,1,4,12,95,2703,2
9,3,4,12,82,2722,8
9,2,4,12,82,2762,8
10,1,4,12,81,2805,8
2,3,4,12,78,2810,8
1,3,26,16,99,2603,8
5,2,26,16,95,2637,5
7,1,26,16,93,2684,8
10,2,16,26,69,925,5
10,1,16,26,69,931,5
1,3,16,26,64,935,8
8,2,16,26,57,975,8
10,1,16,26,55,1020,8
4,4,16,26,77,1260,2
4,3,16,26,77,1264,5
9,2,16,26,72,1306,8
10,1,16,26,100,1460,9
17,4,26,16,65,1796,2
10,1,11,9,56,2842,8
5,4,9,11,66,2934,2
5,3,9,11,66,2976,9
5,2,9,11,66,2980,5
10,1,9,11,61,3019,8
2,4,11,9,96,3215,5
7,3,11,9,91,3257,5
2,3,11,9,96,3257,4
12,2,11,9,86,3295,8
10,1,11,9,88,3335,8
10,1,11,9,73,3371,8
1,4,11,9,71,3412,5
2,3,11,9,70,3452,8
6,2,11,9,66,3491,5
10,1,11,9,62,3529,8
15,4,21,3,69,2074,2
11,3,21,3,73,2119,9
9,2,21,3,75,2162,5
10,1,21,3,74,2202,8
10,2,21,3,54,2243,8
10,1,21,3,54,2282,8
8,3,3,21,92,2397,5
8,2,3,21,92,2404,5
10,1,3,21,90,2447,8
10,1,3,21,80,2493,5
10,1,3,21,60,2531,8
7,3,1,29,65,1014,5
2,3,1,29,70,1020,8
7,2,1,29,65,1064,8
10,1,1,29,62,1091,8
8,2,1,29,52,1096,5
10,1,1,29,100,1135,8
6,4,29,1,94,1217,2
11,3,29,1,89,1247,5
6,1,29,1,94,1291,9
7,2,29,1,72,1335,5
10,1,29,1,69,1370,8
8,2,29,1,60,1403,5
5,4,1,29,95,1614,2
5,3,1,29,95,1618,5
8,2,1,29,92,1653,8
8,1,1,29,92,1658,5
1,3,1,29,88,1694,8
7,2,1,29,82,1724,5
10,1,1,29,79,1753,8
10,2,29,1,60,211,5
10,1,29,1,60,250,8
1,3,29,1,58,294,8
6,2,29,1,53,318,5
1,2,29,1,58,330,4
2,3,1,29,98,412,8
4,2,1,29,96,444,5
6,1,1,29,94,483,8
6,2,1,29,76,519,5
6,2,1,29,65,583,5
10,1,1,29,61,613,8
5,4,29,1,59,646,5
5,3,29,1,59,651,5
5,2,29,1,59,657,5
5,4,31,23,93,2761,5
5,3,31,23,93,2764,5
10,1,31,23,88,2777,5
1,4,31,23,82,2820,5
3,3,31,23,80,2825,5
11,2,31,23,72,2831,5
15,1,31,23,68,2869,8
10,1,31,23,73,2869,4
2,2,31,23,64,2911,8
10,1,31,23,56,2951,8
10,1,23,31,90,3171,8
4,2,23,31,85,3215,8
10,1,23,31,79,3243,8
3,4,31,23,91,3508,2
2,4,21,3,51,929,6
2,3,21,3,51,932,5
16,4,3,21,76,1015,2
16,3,3,21,76,1020,5
9,2,3,21,83,1058,9
10,1,3,21,82,1092,8
6,3,3,21,68,1128,5
6,2,3,21,68,1135,5
10,1,3,21,64,1173,8
4,2,3,21,57,1209,8
10,1,3,21,51,1240,5
3,4,21,3,94,1359,2
10,3,21,3,87,1401,5
7,2,21,3,90,1441,8
10,1,21,3,87,1486,8
10,1,21,3,54,1520,5
17,4,3,21,82,1792,2
17,3,3,21,82,1800,5
7,3,3,21,92,6,5
10,1,3,21,89,54,8
4,2,3,21,83,95,8
10,1,3,21,77,141,5
10,1,3,21,67,184,5
7,3,3,21,61,215,10
10,1,3,21,58,267,8
2,2,21,3,98,425,8
10,1,21,3,90,456,8
1,3,21,3,74,474,5
3,2,21,3,72,513,8
10,1,21,3,65,551,8
10,2,21,3,55,582,5
10,1,21,3,55,587,5
2,4,21,3,88,605,2
4,3,21,3,86,646,8
5,2,21,3,85,682,8
10,1,21,3,80,718,8
10,1,7,13,74,2702,7
1,4,7,13,99,2719,8
1,2,7,13,99,2728,5
1,1,7,13,99,2733,5
8,1,7,13,92,2738,5
4,3,7,13,87,2747,9
13,2,7,13,78,2752,5
10,1,7,13,81,2772,8
9,2,7,13,64,2796,5
7,4,7,13,60,3098,2
7,3,7,13,60,3101,5
4,2,7,13,63,3142,8
16,3,7,13,53,3374,5
16,2,7,13,53,3378,5
3,4,13,7,91,3553,2
9,3,13,7,85,3595,5
9,2,13,7,85,3600,5
1,2,27,0,51,585,8
5,4,0,27,55,745,6
5,3,0,27,55,750,5
10,2,0,27,100,795,8
10,1,0,27,100,830,8
15,2,20,28,54,1902,5
15,1,20,28,54,1906,5
10,1,20,28,59,1928,4
6,1,15,17,94,1424,5
10,1,17,15,51,1551,8
10,1,15,17,54,1763,5
9,2,11,9,84,1913,5
10,1,11,9,83,1951,8
10,1,11,9,72,1992,8
7,3,11,9,60,2027,5
7,2,11,9,60,2030,5
10,1,11,9,57,2071,5
6,3,11,9,52,2077,5
4,3,9,11,82,2182,5
10,2,9,11,76,2221,5
15,1,9,11,71,2261,8
10,1,9,11,76,2261,4
3,3,9,11,71,2268,5
1,2,9,11,73,2309,8
10,1,9,11,64,2347,8
4,4,11,9,89,2428,2
4,3,11,9,89,2432,5
10,2,11,9,83,2470,8
10,1,11,9,83,2474,5
2,2,11,9,69,2515,5
10,1,11,9,61,2552,8
13,3,26,16,59,2737,7
10,1,13,7,84,1842,8
8,3,13,7,52,1869,5
7,2,13,7,53,1910,8
2,4,7,13,59,1945,3
2,3,7,13,59,1986,8
2,2,7,13,59,2026,8
10,1,7,13,51,2068,8
4,2,13,7,95,2114,8
10,1,13,7,89,2140,8
10,1,13,7,69,2171,5
4,4,13,7,51,550,6
1,3,13,7,54,595,8
5,2,13,7,100,619,8
10,4,10,2,80,2999,5
10,3,10,2,80,3003,5
10,1,18,5,76,1090,4
10,1,18,5,64,1137,5
3,2,5,18,97,1355,8
3,1,5,18,97,1360,5
10,1,5,18,81,1409,5
1,3,5,18,75,1451,8
1,2,1,29,92,3181,8
10,1,1,29,83,3226,8
2,3,1,29,81,3265,8
10,1,1,29,73,3339,8
10,1,1,29,55,3376,8
10,1,29,1,100,3594,8
1,4,1,29,77,1928,2
1,3,1,29,77,1979,8
6,2,1,29,72,2010,5
10,1,1,29,68,2048,8
10,2,1,29,56,2086,8
10,1,1,29,56,2120,8
1,1,1,29,99,2285,3
8,3,1,29,86,2322,5
8,2,1,29,86,2358,5
10,1,1,29,84,2394,8
2,3,1,29,81,2436,8
9,2,1,29,74,2464,5
11,3,1,29,89,925,9
10,2,1,29,90,930,5
10,1,1,29,77,976,8
9,3,31,23,85,3557,5
9,2,31,23,85,3562,5
10,1,31,23,84,3600,8
9,3,31,23,53,1807,5
4,3,31,23,58,1807,4
4,2,31,23,58,1813,5
10,1,31,23,52,1853,8
4,2,31,23,96,2425,8
1,4,31,23,88,2467,5
1,3,31,23,88,2511,8
10,4,22,14,77,2393,2
20,3,22,14,67,2437,5
20,2,22,14,67,2440,5
10,2,22,14,77,2445,5
10,1,22,14,77,2449,5
4,2,22,14,71,2491,8
10,1,22,14,65,2530,5
6,2,31,23,83,2553,8
10,1,31,23,79,2589,8
7,3,23,31,53,1015,9
7,2,23,31,53,1020,5
10,1,23,31,68,1445,5
10,1,23,31,52,1474,5
15,3,23,31,85,1762,5
5,3,23,31,95,1771,10
12,2,23,31,88,1800,8
8,1,23,31,92,38,9
13,4,31,23,53,239,6
4,3,31,23,62,282,9
4,2,31,23,62,285,5
10,1,31,23,56,328,8
2,4,23,31,77,505,2
4,2,23,31,75,534,8
10,1,23,31,69,555,8
1,2,23,31,57,574,8
1,2,21,3,99,2715,5
1,1,21,3,99,2718,5
7,1,21,3,93,2723,5
2,2,21,3,83,2728,5
10,1,21,3,75,2748,5
8,3,21,3,61,2754,5
5,2,21,3,64,2786,5
10,1,21,3,59,2809,8
1,3,3,21,99,2820,8
1,2,3,21,99,2827,8
4,1,3,21,96,2834,5
2,4,3,21,92,2870,5
2,3,3,21,92,2875,5
3,2,3,21,91,2915,8
10,1,3,21,84,2962,10
10,1,3,21,71,2996,5
10,1,3,21,75,3040,5
5,2,3,21,64,3071,5
4,2,21,3,96,3160,5
4,1,21,3,96,3203,8
15,1,21,3,77,3243,5
11,2,21,3,71,3336,8
5,2,21,3,65,3444,8
10,1,21,3,60,3482,5
7,3,3,21,62,3567,5
3,2,5,18,73,1495,8
5,4,18,5,53,48,6
5,3,18,5,53,52,5
5,2,18,5,53,57,5
10,1,2,10,79,1038,3
1,3,2,10,69,1064,5
10,1,2,10,60,1130,8
8,4,10,2,52,1195,5
10,1,10,2,100,1287,9
2,2,2,10,98,1369,8
2,1,2,10,98,1375,5
10,1,2,10,76,1419,5
10,1,8,17,65,1233,5
10,1,8,17,100,1238,5
8,4,17,8,58,1606,6
8,3,17,8,58,1610,5
8,2,17,8,58,1615,5
10,1,17,8,56,1651,8
10,1,17,8,51,1679,9
6,4,8,17,53,121,6
6,3,8,17,53,125,5
3,2,8,17,56,177,9
1,4,8,17,82,386,8
5,3,8,17,78,426,10
5,2,8,17,78,431,5
10,1,8,17,73,465,8
3,3,8,17,66,505,8
10,2,8,17,59,550,5
10,1,8,17,59,553,5
1,3,17,8,99,634,5
4,2,17,8,96,673,8
4,1,17,8,96,707,5
15,1,17,8,68,735,5
10,1,17,8,73,743,5
10,1,17,8,58,774,5
1,1,23,3,99,2700,5
4,3,23,3,91,2702,5
17,3,26,16,65,1800,5
9,3,26,16,73,26,5
21,2,26,16,61,71,5
10,1,26,16,72,90,9
4,2,26,16,63,137,8
10,1,26,16,57,177,8
4,4,16,26,66,220,2
5,3,16,26,65,259,8
10,2,16,26,60,296,5
10,1,16,26,60,301,5
9,4,26,16,53,457,6
9,3,26,16,53,463,5
4,2,26,16,58,485,8
10,1,26,16,52,524,8
4,3,16,26,59,725,10
4,2,16,26,59,729,5
7,3,1,29,67,2704,2
7,2,1,29,67,2725,8
10,1,1,29,64,2733,8
18,4,29,1,82,2749,2
8,3,29,1,92,2756,9
8,2,29,1,92,2760,5
10,2,11,9,56,2820,8
10,2,23,3,85,2709,10
10,1,23,3,85,2710,0
5,4,23,3,73,2722,5
4,3,23,3,74,2728,5
10,2,23,3,68,2732,5
10,1,23,3,68,2733,0
1,3,23,3,63,2745,5
4,2,23,3,60,2749,5
10,1,23,3,54,2753,5
2,3,23,3,51,2758,5
9,4,3,23,64,2789,2
9,3,3,23,64,2796,5
10,1,3,23,63,2805,8
6,2,3,23,72,3052,5
5,2,3,23,63,3125,5
10,1,3,23,58,3161,8
1,4,23,3,89,3338,2
5,3,14,22,51,998,5
5,2,14,22,51,1003,5
5,4,22,14,83,1020,2
8,3,22,14,80,1041,10
8,2,22,14,80,1045,5
10,1,22,14,78,1083,8
3,4,22,14,61,1113,5
6,3,22,14,58,1159,5
6,2,22,14,58,1203,8
10,1,22,14,54,1241,5
14,4,25,24,52,2486,6
15,2,25,24,51,2583,9
15,1,25,24,51,2589,5
10,1,25,24,56,2612,5
15,4,24,25,83,902,2
20,2,24,25,78,929,5
20,1,24,25,78,936,5
10,1,24,25,88,942,5
10,1,24,25,73,956,5
12,2,24,25,58,961,5
10,1,24,25,60,970,5
10,1,25,24,53,1013,5
16,4,24,25,76,1054,2
10,3,24,25,82,1098,9
10,2,24,25,82,1102,5
10,1,24,25,82,1107,5
9,2,25,24,91,1238,5
3,1,25,24,97,1278,8
5,4,24,25,60,1412,5
13,3,24,25,52,1457,10
12,2,24,25,53,1496,9
10,1,24,25,55,1533,8
8,3,25,24,54,1542,5
8,2,25,24,54,1548,5
10,1,25,24,52,1586,5
13,4,24,25,75,1695,2
13,3,24,25,75,1700,5
8,3,24,25,80,1713,4
10,2,24,25,78,1752,8
10,1,24,25,78,1755,5
1,3,24,25,72,1769,8
10,2,24,25,63,1794,10
10,1,24,25,63,1800,5
7,2,8,17,86,903,2
10,1,8,17,83,914,5
20,1,8,17,53,921,5
10,1,8,17,63,928,10
10,1,8,17,52,950,5
3,4,22,14,54,1344,6
3,3,22,14,54,1348,5
6,2,22,14,51,1386,5
2,4,22,14,56,1547,5
2,3,22,14,56,1553,5
6,2,22,14,52,1596,8
10,1,14,22,83,1697,8
10,1,14,22,52,1724,10
1,2,14,22,100,1766,8
5,4,22,14,95,89,2
5,3,22,14,95,93,5
5,2,22,14,95,102,5
6,1,22,14,94,141,8
6,2,22,14,87,180,5
10,1,22,14,83,216,8
7,4,22,14,68,321,2
7,3,22,14,68,326,5
7,2,22,14,68,331,5
10,1,22,14,65,370,8
11,2,22,14,51,404,5
10,1,22,14,52,437,8
2,1,14,22,98,588,8
10,1,14,22,84,627,5
7,3,14,22,77,665,5
10,2,14,22,74,707,5
6,2,14,22,65,748,10
10,1,14,22,61,787,8
11,2,8,17,66,2741,7
10,1,8,17,67,2782,7
10,4,8,17,79,2843,2
